DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Architecture composition
COLOR	#ff0000

FIELD_LABELS	both	dimeric	monomeric
FIELD_COLORS	#4daf4a	#377eb8	#e41a1c

Propylenellaceae	0.0	1.0	0.0
Pseudanabaenaceae	1.0	0.0	0.0
Pseudoalteromonadaceae	0.9848942598187311	0.00906344410876133	0.006042296072507553
Pseudobacteriovoracaceae	1.0	0.0	0.0
Pseudobdellovibrionaceae	0.0	1.0	0.0
Pseudohongiellaceae	1.0	0.0	0.0
Pseudomonadaceae	0.9320143884892086	0.06762589928057554	0.00035971223021582735
Pseudonocardiaceae	0.11428571428571428	0.8857142857142857	0.0
Psittacicellaceae	0.0	1.0	0.0
Psychromonadaceae	0.9024390243902439	0.0975609756097561	0.0
Pumilibacteraceae	0.0	1.0	0.0
Puniceicoccaceae	0.7142857142857143	0.2857142857142857	0.0
Pyrinomonadaceae	0.0	1.0	0.0
Pyrodictiaceae	0.0	1.0	0.0
Quyinboaceae	0.0	1.0	0.0
Radicibacteraceae	0.0	1.0	0.0
Raineyaceae	0.0	1.0	0.0
Rarobacteraceae	0.0	1.0	0.0
Rectinemataceae	0.0	1.0	0.0
Reichenbachiellaceae	1.0	0.0	0.0
Reyranellaceae	0.6428571428571429	0.35714285714285715	0.0
Rhabdaerophilaceae	0.0	1.0	0.0
Rhizobiaceae	0.0036663611365719525	0.9963336388634281	0.0
Rhizorhabdaceae	0.0	1.0	0.0
Rhodanobacteraceae	0.8753387533875339	0.12466124661246612	0.0
Rhodobiaceae	0.0	1.0	0.0
Rhodoblastaceae	0.0	1.0	0.0
Rhodocyclaceae	0.7428571428571429	0.2571428571428571	0.0
Rhodocytophagaceae	0.0	1.0	0.0
Rhodoligotrophaceae	0.0	1.0	0.0
Rhodospirillaceae	0.20212765957446807	0.7978723404255319	0.0
Rhodothalassiaceae	0.0	1.0	0.0
Rhodothermaceae	0.0	1.0	0.0
Rhodovibrionaceae	0.0	1.0	0.0
Rickettsiaceae	0.0	1.0	0.0
Rikenellaceae	0.0	1.0	0.0
Rivulariaceae	0.0	1.0	0.0
Robiginitomaculaceae	0.4117647058823529	0.5882352941176471	0.0
Roseiarcaceae	0.0	1.0	0.0
Roseiterribacteraceae	0.0	1.0	0.0
Roseivirgaceae	0.0	1.0	0.0
Roseobacteraceae	0.8324808184143222	0.16751918158567775	0.0
Roseomonadaceae	0.023195876288659795	0.9768041237113402	0.0
Ruaniaceae	1.0	0.0	0.0
Rubricoccaceae	0.0	1.0	0.0
Rubritaleaceae	1.0	0.0	0.0
Rubrobacteraceae	0.0	1.0	0.0
Saccharospirillaceae	0.5151515151515151	0.48484848484848486	0.0
Salaquimonadaceae	0.0	1.0	0.0
Salibacteraceae	0.0	1.0	0.0
Salinarimonadaceae	0.0	1.0	0.0
Salinibacteraceae	0.0	1.0	0.0
Salinicoccaceae	0.0	1.0	0.0
Salinilacustritrichaceae	1.0	0.0	0.0
Salinisphaeraceae	0.35	0.65	0.0
Salinivirgaceae	0.0	1.0	0.0
Salisaetaceae	0.0	1.0	0.0
Salsipaludibacteraceae	1.0	0.0	0.0
Sandaracinaceae	0.0	1.0	0.0
Sanguibacteraceae	0.4	0.6	0.0
Sanyastnellaceae	1.0	0.0	0.0
Saprospiraceae	0.4	0.4	0.2
Schleiferiaceae	0.0	1.0	0.0
Scytonemataceae	0.0	1.0	0.0
Sedimenticolaceae	0.4074074074074074	0.5925925925925926	0.0
Sedimentisphaeraceae	1.0	0.0	0.0
Segnochrobactraceae	0.0	1.0	0.0
Selenomonadaceae	0.0	1.0	0.0
Shewanellaceae	0.9933110367892977	0.006688963210702341	0.0
Shiellaceae	1.0	0.0	0.0
Shumkoniaceae	0.0	1.0	0.0
Silvanigrellaceae	0.0	1.0	0.0
Simkaniaceae	0.0	1.0	0.0
Sirenicapillariaceae	0.0	1.0	0.0
Sneathiellaceae	0.0	1.0	0.0
Solirubrobacteraceae	1.0	0.0	0.0
Speluncibacteraceae	0.0	1.0	0.0
Sphaerochaetaceae	0.0	1.0	0.0
Sphaerotilaceae	0.590047393364929	0.4099526066350711	0.0
Sphingobacteriaceae	0.5817757009345794	0.4182242990654206	0.0
Sphingobiaceae	0.011494252873563218	0.9885057471264368	0.0
Sphingomicrobiaceae	0.0	1.0	0.0
Sphingomonadaceae	0.011441647597254004	0.988558352402746	0.0
Sphingopyxidaceae	0.0	1.0	0.0
Sphingorhabdaceae	0.0	1.0	0.0
Sphingosinicellaceae	0.0	1.0	0.0
Spirochaetaceae	0.5789473684210527	0.42105263157894735	0.0
Spirosomataceae	0.03608247422680412	0.9639175257731959	0.0
Spirulinaceae	0.0	1.0	0.0
Splendidivirgaceae	0.0	1.0	0.0
Spongiibacteraceae	0.425531914893617	0.574468085106383	0.0
Sporanaerobacteraceae	0.0	1.0	0.0
Sporichthyaceae	0.6666666666666666	0.3333333333333333	0.0
Sporolactobacillaceae	0.0	1.0	0.0
Sporomusaceae	0.0	1.0	0.0
Staphylococcaceae	0.028708133971291867	0.9712918660287081	0.0
Stappiaceae	0.75	0.25	0.0
Steroidobacteraceae	0.0	1.0	0.0
Sterolibacteriaceae	0.19444444444444445	0.8055555555555556	0.0
Stomatohabitantaceae	1.0	0.0	0.0
Streptococcaceae	0.0081799591002045	0.9918200408997955	0.0
Streptomycetaceae	0.9943808950431468	0.0050170579971904475	0.0006020469596628537
Streptosporangiaceae	0.09016393442622951	0.9098360655737705	0.0
Succinivibrionaceae	0.0	1.0	0.0
Sulfolobaceae	0.0	1.0	0.0
Sulfuricellaceae	0.0	1.0	0.0
Sulfurimonadaceae	1.0	0.0	0.0
Sulfurospirillaceae	1.0	0.0	0.0
Sulfurovaceae	1.0	0.0	0.0
Sutterellaceae	0.0	1.0	0.0
Symbiobacteriaceae	0.0	1.0	0.0
Synechococcaceae	0.0	1.0	0.0
Synergistaceae	0.0	1.0	0.0
Syntrophaceae	0.0	1.0	0.0
Syntrophobacteraceae	0.0	1.0	0.0
Syntrophomonadaceae	0.0	1.0	0.0
Syntrophotaleaceae	0.0	1.0	0.0
Tannerellaceae	0.0	1.0	0.0
Tardisphaeraceae	0.0	1.0	0.0
Temperatibacteraceae	0.0	1.0	0.0
Tenuifilaceae	0.0	1.0	0.0
Tepidamorphaceae	0.0	1.0	0.0
Tepidanaerobacteraceae	0.0	1.0	0.0
Tepidiformaceae	0.0	1.0	0.0
Tepidimicrobiaceae	0.0	1.0	0.0
Terasakiellaceae	1.0	0.0	0.0
Terrimicrobiaceae	0.0	1.0	0.0
Terrirubraceae	0.0	1.0	0.0
Thalassobaculaceae	0.0	1.0	0.0
Thalassospiraceae	0.11904761904761904	0.8809523809523809	0.0
Thermaceae	0.0	1.0	0.0
Thermatribacteraceae	0.0	1.0	0.0
Thermithiobacillaceae	0.0	1.0	0.0
Thermoactinomycetaceae	0.0	1.0	0.0
Thermoanaerobacteraceae	0.0	1.0	0.0
Thermoanaerobaculaceae	0.0	1.0	0.0
Thermococcaceae	0.0	1.0	0.0
Thermodesulfatatoraceae	0.0	1.0	0.0
Thermodesulfobacteriaceae	0.0	1.0	0.0
Thermodesulfobiaceae	1.0	0.0	0.0
Thermodesulforhabdaceae	0.0	1.0	0.0
Thermodesulfovibrionaceae	0.0	1.0	0.0
Thermoflexaceae	0.0	1.0	0.0
Thermoflexibacteraceae	0.0	1.0	0.0
Thermogemmatisporaceae	0.0	1.0	0.0
Thermoguttaceae	0.0	1.0	0.0
Thermohalobacteraceae	0.0	1.0	0.0
Thermoleophilaceae	0.0	1.0	0.0
Thermomicrobiaceae	0.0	1.0	0.0
Thermomonosporaceae	0.16017316017316016	0.8398268398268398	0.0
Thermonemataceae	0.0	1.0	0.0
Thermoplasmataceae	0.0	1.0	0.0
Thermoproteaceae	0.0	1.0	0.0
Thermosediminibacteraceae	0.0	1.0	0.0
Thermospiraceae	0.0	1.0	0.0
Thermostichaceae	0.0	1.0	0.0
Thermosulfidibacteraceae	1.0	0.0	0.0
Thermosynechococcaceae	0.0	1.0	0.0
Thermotaleaceae	0.0	1.0	0.0
Thermotogaceae	0.0	1.0	0.0
Thermotomaculaceae	1.0	0.0	0.0
Thioalkalibacteraceae	0.14285714285714285	0.8571428571428571	0.0
Thiobacillaceae	0.0	1.0	0.0
Thiobacteraceae	0.0	1.0	0.0
Thiofilaceae	1.0	0.0	0.0
Thiohalobacteraceae	0.75	0.25	0.0
Thiohalomonadaceae	0.0	1.0	0.0
Thiohalophilaceae	0.0	1.0	0.0
Thiohalorhabdaceae	0.0	1.0	0.0
Thiohalospiraceae	0.0	1.0	0.0
Thiotrichaceae	0.8888888888888888	0.09523809523809523	0.015873015873015872
Thiovibrionaceae	1.0	0.0	0.0
Thorselliaceae	0.0	1.0	0.0
Tichowtungiaceae	1.0	0.0	0.0
Tindalliaceae	0.0	1.0	0.0
Tissierellaceae	0.0	1.0	0.0
Tolypothrichaceae	0.0	1.0	0.0
Treponemataceae	0.0	1.0	0.0
Trichloromonadaceae	1.0	0.0	0.0
Trichocoleusaceae	0.0	1.0	0.0
Tsukamurellaceae	0.96875	0.0	0.03125
Turicibacteraceae	0.0	1.0	0.0
Usitatibacteraceae	0.0	1.0	0.0
Vallicoccaceae	0.0	1.0	0.0
Vallitaleaceae	0.0	1.0	0.0
Veillonellaceae	0.0	1.0	0.0
Ventosimonadaceae	0.0	1.0	0.0
Verrucomicrobiaceae	0.8378378378378378	0.16216216216216217	0.0
Vibrionaceae	0.7481203007518797	0.2462406015037594	0.005639097744360902
Vicinamibacteraceae	0.0	1.0	0.0
Weeksellaceae	0.7410714285714286	0.03125	0.22767857142857142
Wenzhouxiangellaceae	0.5	0.5	0.0
Winmispiraceae	0.0	1.0	0.0
Woeseiaceae	0.0	1.0	0.0
Xanthobacteraceae	0.102803738317757	0.897196261682243	0.0
Xylanivirgaceae	0.0	1.0	0.0
Yersiniaceae	0.0	1.0	0.0
Zavarziniaceae	0.0	1.0	0.0
Zhaonellaceae	0.0	1.0	0.0
Zoogloeaceae	0.9620253164556962	0.0379746835443038	0.0
Zooshikellaceae	0.0	1.0	0.0
Zymomonadaceae	0.0	1.0	0.0
