DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Habitat composition (Class level)
COLOR	#00aa00

FIELD_LABELS	animal	aquatic	soil	unknown
FIELD_COLORS	#d73027	#1b9e77	#8c510a	#969696

WIDTH	50
HEIGHT	10
MARGIN	5

DATA
Chthonomonadia	0.0	0.0	1.0	0.0
Clostridia	0.2137009909521758	0.06850495476087894	0.034898750538560966	0.6828953037483844
Conexivisphaeria	0.0	1.0	0.0	0.0
Coriobacteriia	0.3738019169329074	0.0	0.0	0.6261980830670927
Cyanophyceae	0.0	0.003784295175023652	0.0	0.9962157048249763
Cytophagia	0.0740983606557377	0.17245901639344263	0.10885245901639344	0.6445901639344263
Deferribacteres	0.14285714285714285	0.2857142857142857	0.0	0.5714285714285714
Deferrisomatia	0.0	1.0	0.0	0.0
Dehalococcoidia	0.0	0.3157894736842105	0.10526315789473684	0.5789473684210527
Deinococci	0.3595890410958904	0.14383561643835616	0.0547945205479452	0.4417808219178082
Deltaproteobacteria	0.0	0.1724137931034483	0.0	0.8275862068965517
Desulfarculia	0.0	0.0	0.0	1.0
Desulfobacteria	0.0	0.625	0.0	0.375
Desulfobulbia	0.0	0.13043478260869565	0.0	0.8695652173913043
Desulfovibrionia	0.1111111111111111	0.42028985507246375	0.00966183574879227	0.45893719806763283
Desulfurellia	0.0	0.6363636363636364	0.0	0.36363636363636365
Desulfuribacillia	1.0	0.0	0.0	0.0
Desulfuromonadia	0.0	0.2033898305084746	0.15254237288135594	0.6440677966101694
Dethiobacteria	0.0	0.0	0.0	1.0
Dictyoglomia	0.0	1.0	0.0	0.0
Dissulfuribacteria	0.0	1.0	0.0	0.0
Endomicrobiia	0.0	0.0	0.0	1.0
Epsilonproteobacteria	0.2463157894736842	0.15157894736842106	0.0	0.6021052631578947
Erysipelotrichia	0.42718446601941745	0.0	0.0	0.5728155339805825
Fervidibacteria	0.0	0.0	0.0	1.0
Fibrobacteria	0.1	0.0	0.0	0.9
Fidelibacteria	0.0	0.0	0.0	1.0
Fimbriimonadia	0.0	0.0	0.75	0.25
Flavobacteriia	0.05141688577271399	0.23196026877008472	0.011393514460999123	0.7052293309962021
Fusobacteriia	0.30612244897959184	0.061224489795918366	0.0	0.6326530612244898
Gammaproteobacteria	0.15779173122400716	0.16056429911114736	0.04362717116529397	0.6380167984995515
Gemmatimonadia	0.0	0.2	0.0	0.8
Halobacteria	0.029304029304029304	0.21978021978021978	0.040293040293040296	0.7106227106227107
Holophagae	0.0	0.14285714285714285	0.0	0.8571428571428571
Hydrogenophilia	0.2857142857142857	0.2857142857142857	0.0	0.42857142857142855
Ignavibacteria	0.0	0.0	0.0	1.0
Kiritimatiellia	0.0	0.1	0.0	0.9
Ktedonobacteria	0.0	0.0	0.0	1.0
Lentisphaeria	0.0	0.5	0.0	0.5
Leptospiria	0.0	0.057971014492753624	0.043478260869565216	0.8985507246376812
Limnochordia	0.2727272727272727	0.0	0.0	0.7272727272727273
Longimicrobiia	0.0	0.0	0.0	1.0
Magnetococcia	0.0	0.2	0.0	0.8
Methanobacteria	0.13793103448275862	0.09195402298850575	0.0	0.7701149425287356
Methanococci	0.10526315789473684	0.2631578947368421	0.0	0.631578947368421
Methanomicrobia	0.0	0.3026315789473684	0.0	0.6973684210526315
Methanonatronarchaeia	0.0	0.3333333333333333	0.0	0.6666666666666666
Methanopyri	0.0	0.5	0.0	0.5
Methylacidiphilae	0.0	0.0	0.0	1.0
Mollicutes	0.0	0.0	0.0	1.0
Myxococcia	0.0	0.0	0.2911392405063291	0.7088607594936709
Negativicutes	0.2569444444444444	0.034722222222222224	0.013888888888888888	0.6944444444444444
Nitriliruptoria	0.0	0.15789473684210525	0.42105263157894735	0.42105263157894735
Nitrososphaeria	0.0	0.15	0.05	0.8
Nitrospinia	0.0	0.0	0.0	1.0
Nitrospiria	0.0	0.046511627906976744	0.0	0.9534883720930233
Oligoflexia	0.0	0.2	0.0	0.8
Oligosphaeria	0.0	1.0	0.0	0.0
Opitutia	0.02247191011235955	0.16853932584269662	0.02247191011235955	0.7865168539325843
Phycisphaerae	0.0	0.23076923076923078	0.0	0.7692307692307693
Planctomycetia	0.0	0.1327683615819209	0.0423728813559322	0.8248587570621468
Rhodothermia	0.0	0.46938775510204084	0.0	0.5306122448979592
Rubrobacteria	0.4166666666666667	0.125	0.125	0.3333333333333333
Saprospiria	0.0	0.36065573770491804	0.0	0.639344262295082
Spartobacteria	0.0	0.0	0.0	1.0
Sphingobacteriia	0.1306884480746791	0.03733955659276546	0.09918319719953325	0.7327887981330222
Spirochaetia	0.31683168316831684	0.2079207920792079	0.0	0.4752475247524752
Synergistia	0.17391304347826086	0.30434782608695654	0.0	0.5217391304347826
Syntrophia	0.0	0.5	0.0	0.5
Syntrophobacteria	0.0	0.5714285714285714	0.0	0.42857142857142855
Tardisphaeria	0.0	0.0	0.0	1.0
Tepidiformia	0.0	0.0	0.0	1.0
Terriglobia	0.043243243243243246	0.0	0.20540540540540542	0.7513513513513513
Terrimicrobiia	0.0	0.0	1.0	0.0
Thermoanaerobaculia	0.0	1.0	0.0	0.0
Thermococci	0.0	0.1111111111111111	0.0	0.8888888888888888
Thermodesulfobacteria	0.0	0.6	0.0	0.4
Thermodesulfobiia	0.0	0.5	0.0	0.5
Thermodesulfovibrionia	0.0	0.42857142857142855	0.0	0.5714285714285714
Thermoflexia	0.0	1.0	0.0	0.0
Thermoleophilia	0.03225806451612903	0.043010752688172046	0.27956989247311825	0.6451612903225806
Thermomicrobia	0.5	0.0	0.0	0.5
Thermoplasmata	0.0	0.02857142857142857	0.0	0.9714285714285714
Thermoprotei	0.0	0.24096385542168675	0.0	0.7590361445783133
Thermosulfidibacteria	0.0	1.0	0.0	0.0
Thermotogae	0.0	0.3103448275862069	0.0	0.6896551724137931
Tichowtungiia	0.0	0.0	0.0	1.0
Tissierellia	0.25925925925925924	0.08641975308641975	0.024691358024691357	0.6296296296296297
Verrucomicrobiia	0.12727272727272726	0.3090909090909091	0.03636363636363636	0.5272727272727272
Vicinamibacteria	0.0	0.0	0.5	0.5
