DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Habitat composition (Class level)
COLOR	#00aa00

FIELD_LABELS	animal	aquatic	soil	unknown
FIELD_COLORS	#d73027	#1b9e77	#8c510a	#969696

WIDTH	50
HEIGHT	10
MARGIN	5

DATA
Conexivisphaeria	0.0	1.0	0.0	0.0
Coriobacteriia	0.39593908629441626	0.0	0.0	0.6040609137055838
Cyanophyceae	0.0	0.004048582995951417	0.0	0.9959514170040485
Cytophagia	0.07475728155339806	0.16116504854368932	0.11650485436893204	0.6475728155339806
Deferribacteres	0.14285714285714285	0.2857142857142857	0.0	0.5714285714285714
Deferrisomatia	0.0	1.0	0.0	0.0
Dehalococcoidia	0.0	0.3333333333333333	0.1111111111111111	0.5555555555555556
Deinococci	0.3357142857142857	0.14285714285714285	0.05714285714285714	0.4642857142857143
Deltaproteobacteria	0.0	0.19047619047619047	0.0	0.8095238095238095
Desulfarculia	0.0	0.0	0.0	1.0
Desulfobacteria	0.0	0.6470588235294118	0.0	0.35294117647058826
Desulfobulbia	0.0	0.14285714285714285	0.0	0.8571428571428571
Desulfovibrionia	0.1111111111111111	0.41414141414141414	0.010101010101010102	0.46464646464646464
Desulfurellia	0.0	0.6	0.0	0.4
Desulfuribacillia	1.0	0.0	0.0	0.0
Desulfuromonadia	0.0	0.1896551724137931	0.15517241379310345	0.6551724137931034
Dethiobacteria	0.0	0.0	0.0	1.0
Dictyoglomia	0.0	1.0	0.0	0.0
Dissulfuribacteria	0.0	1.0	0.0	0.0
Endomicrobiia	0.0	0.0	0.0	1.0
Epsilonproteobacteria	0.2550607287449393	0.13765182186234817	0.0	0.6072874493927125
Erysipelotrichia	0.41379310344827586	0.0	0.0	0.5862068965517241
Fervidibacteria	0.0	0.0	0.0	1.0
Fibrobacteria	0.1	0.0	0.0	0.9
Fimbriimonadia	0.0	0.0	0.6666666666666666	0.3333333333333333
Flavobacteriia	0.0660321237358715	0.23497917906008328	0.012492563950029744	0.6864961332540155
Fusobacteriia	0.2631578947368421	0.05263157894736842	0.0	0.6842105263157895
Gammaproteobacteria	0.14844106463878326	0.1691254752851711	0.04638783269961977	0.6360456273764259
Gemmatimonadia	0.0	0.2	0.0	0.8
Halobacteria	0.019021739130434784	0.22282608695652173	0.03804347826086957	0.720108695652174
Holophagae	0.0	0.17647058823529413	0.0	0.8235294117647058
Hydrogenophilia	0.2857142857142857	0.2857142857142857	0.0	0.42857142857142855
Ignavibacteria	0.0	0.0	0.0	1.0
Kiritimatiellia	0.0	0.07692307692307693	0.0	0.9230769230769231
Ktedonobacteria	0.0	0.0	0.0	1.0
Lentisphaeria	0.0	0.5	0.0	0.5
Leptospiria	0.0	0.05813953488372093	0.046511627906976744	0.8953488372093024
Limnochordia	0.3333333333333333	0.0	0.0	0.6666666666666666
Longimicrobiia	0.0	0.0	0.0	1.0
Magnetococcia	0.0	0.2	0.0	0.8
Methanobacteria	0.09836065573770492	0.11475409836065574	0.0	0.7868852459016393
Methanococci	0.1111111111111111	0.2777777777777778	0.0	0.6111111111111112
Methanomicrobia	0.0	0.3	0.0	0.7
Methanonatronarchaeia	0.0	0.3333333333333333	0.0	0.6666666666666666
Methanopyri	0.0	0.5	0.0	0.5
Methylacidiphilae	0.0	0.0	0.0	1.0
Mollicutes	0.0	0.0	0.0	1.0
Myxococcia	0.0	0.0	0.2992125984251969	0.7007874015748031
Negativicutes	0.2727272727272727	0.045454545454545456	0.0	0.6818181818181818
Nitriliruptoria	0.0	0.1111111111111111	0.4444444444444444	0.4444444444444444
Nitrososphaeria	0.0	0.14285714285714285	0.0	0.8571428571428571
Nitrospinia	0.0	0.0	0.0	1.0
Nitrospiria	0.0	0.04	0.0	0.96
Oligoflexia	0.0	0.1111111111111111	0.0	0.8888888888888888
Oligosphaeria	0.0	1.0	0.0	0.0
Opitutia	0.024390243902439025	0.17073170731707318	0.024390243902439025	0.7804878048780488
Phycisphaerae	0.0	0.17647058823529413	0.0	0.8235294117647058
Planctomycetia	0.0	0.14465408805031446	0.0440251572327044	0.8113207547169812
Rhodothermia	0.0	0.48717948717948717	0.0	0.5128205128205128
Rubrobacteria	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.2857142857142857
Saprospiria	0.0	0.35294117647058826	0.0	0.6470588235294118
Spartobacteria	0.0	0.0	0.0	1.0
Sphingobacteriia	0.13373253493013973	0.03592814371257485	0.09381237524950099	0.7365269461077845
Spirochaetia	0.2830188679245283	0.20754716981132076	0.0	0.5094339622641509
Synergistia	0.2857142857142857	0.2857142857142857	0.0	0.42857142857142855
Syntrophia	0.0	0.5	0.0	0.5
Syntrophobacteria	0.0	0.6	0.0	0.4
Tardisphaeria	0.0	0.0	0.0	1.0
Tepidiformia	0.0	0.0	0.0	1.0
Terriglobia	0.04807692307692308	0.0	0.21153846153846154	0.7403846153846154
Terrimicrobiia	0.0	0.0	1.0	0.0
Thermoanaerobaculia	0.0	1.0	0.0	0.0
Thermococci	0.0	0.0	0.0	1.0
Thermodesulfobacteria	0.0	0.6	0.0	0.4
Thermodesulfobiia	0.0	0.5	0.0	0.5
Thermodesulfovibrionia	0.0	0.42857142857142855	0.0	0.5714285714285714
Thermoflexia	0.0	1.0	0.0	0.0
Thermoleophilia	0.034482758620689655	0.06896551724137931	0.27586206896551724	0.6206896551724138
Thermomicrobia	0.5	0.0	0.0	0.5
Thermoplasmata	0.0	0.14285714285714285	0.0	0.8571428571428571
Thermoprotei	0.0	0.23529411764705882	0.0	0.7647058823529411
Thermosulfidibacteria	0.0	1.0	0.0	0.0
Thermotogae	0.0	0.29411764705882354	0.0	0.7058823529411765
Tichowtungiia	0.0	0.0	0.0	1.0
Tissierellia	0.2653061224489796	0.08163265306122448	0.04081632653061224	0.6122448979591837
Verrucomicrobiia	0.12962962962962962	0.2962962962962963	0.037037037037037035	0.5370370370370371
Vicinamibacteria	0.0	0.0	0.4	0.6
