DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Habitat composition
COLOR	#00aa00

FIELD_LABELS	animal	aquatic	soil	unknown
FIELD_COLORS	#d73027	#1b9e77	#8c510a	#969696

WIDTH	50
HEIGHT	10
MARGIN	5

DATA
Methanocorpusculaceae	0.0	0.0	0.0	1.0
Methanomassiliicoccaceae	0.0	0.0	0.0	1.0
Methanomethylophilaceae	0.0	0.0	0.0	1.0
Methanomicrobiaceae	0.0	0.3076923076923077	0.0	0.6923076923076923
Methanonatronarchaeaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Methanopyraceae	0.0	0.5	0.0	0.5
Methanoregulaceae	0.0	1.0	0.0	0.0
Methanosarcinaceae	0.0	0.2558139534883721	0.0	0.7441860465116279
Methanospirillaceae	0.0	0.6666666666666666	0.0	0.3333333333333333
Methanotrichaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Methermicoccaceae	0.0	1.0	0.0	0.0
Methylacidiphilaceae	0.0	0.0	0.0	1.0
Methylobacteriaceae	0.23487544483985764	0.010676156583629894	0.08896797153024912	0.6654804270462633
Methylococcaceae	0.0	0.2631578947368421	0.0	0.7368421052631579
Methylocystaceae	0.0	0.2222222222222222	0.0	0.7777777777777778
Methylohalomonadaceae	0.0	0.0	0.0	1.0
Methylophilaceae	0.14942528735632185	0.20689655172413793	0.06896551724137931	0.5747126436781609
Methylopilaceae	0.4666666666666667	0.06666666666666667	0.0	0.4666666666666667
Methylothermaceae	0.6	0.4	0.0	0.0
Microbacteriaceae	0.11668372569089049	0.02456499488229273	0.07113613101330604	0.7876151484135108
Microbulbiferaceae	0.0	0.43010752688172044	0.053763440860215055	0.5161290322580645
Micrococcaceae	0.13931681178834562	0.0013395847287340924	0.11855324849296718	0.7407903549899532
Microcoleaceae	0.0	0.0	0.0	1.0
Microcystaceae	0.0	0.0	0.0	1.0
Micromonosporaceae	0.003045685279187817	0.003045685279187817	0.12487309644670051	0.8690355329949239
Micropepsaceae	0.0	0.5	0.0	0.5
Microscillaceae	0.0	0.0	1.0	0.0
Miltoncostaeaceae	0.0	0.0	0.42857142857142855	0.5714285714285714
Minwuiaceae	0.0	0.0	0.0	1.0
Monoglobaceae	1.0	0.0	0.0	0.0
Moraxellaceae	0.20451127819548873	0.081203007518797	0.004511278195488722	0.7097744360902256
Morganellaceae	0.575	0.01	0.05	0.365
Moritellaceae	0.0	0.2	0.0	0.8
Motilibacteraceae	0.0	0.0	0.75	0.25
Mucispirillaceae	1.0	0.0	0.0	0.0
Muribaculaceae	0.16666666666666666	0.0	0.0	0.8333333333333334
Mycobacteriaceae	0.0	0.039162112932604735	0.15482695810564662	0.8060109289617486
Myxococcaceae	0.0	0.0	0.20833333333333334	0.7916666666666666
Nakamurellaceae	0.23333333333333334	0.0	0.3333333333333333	0.43333333333333335
Nannocystaceae	0.0	0.4	0.13333333333333333	0.4666666666666667
Natranaerofabaceae	0.0	0.0	0.0	1.0
Natranaerovirgaceae	1.0	0.0	0.0	0.0
Natrialbaceae	0.020134228187919462	0.12080536912751678	0.0738255033557047	0.785234899328859
Natronincolaceae	0.0	0.375	0.125	0.5
Natronoarchaeaceae	0.0	0.2727272727272727	0.09090909090909091	0.6363636363636364
Natronomonadaceae	0.0	0.28	0.0	0.72
Natronospiraceae	0.0	0.25	0.0	0.75
Natronospirillaceae	0.0	0.0	0.0	1.0
Nautiliaceae	0.0	0.5	0.0	0.5
Neisseriaceae	0.19852941176470587	0.058823529411764705	0.022058823529411766	0.7205882352941176
Neomegalonemataceae	0.0	1.0	0.0	0.0
Neomoorellaceae	0.0	0.16666666666666666	0.16666666666666666	0.6666666666666666
Neosynechococcaceae	0.0	0.0	0.0	1.0
Nevskiaceae	0.04918032786885246	0.2459016393442623	0.21311475409836064	0.4918032786885246
Nitratiruptoraceae	0.0	0.25	0.0	0.75
Nitriliruptoraceae	0.0	0.0	1.0	0.0
Nitrobacteraceae	0.024187975120939877	0.01520387007601935	0.33517622667588115	0.6254319281271596
Nitrosomonadaceae	0.022727272727272728	0.045454545454545456	0.13636363636363635	0.7954545454545454
Nitrosopumilaceae	0.0	0.42857142857142855	0.0	0.5714285714285714
Nitrososphaeraceae	0.0	0.0	0.125	0.875
Nitrosotaleaceae	0.0	0.0	0.0	1.0
Nitrospinaceae	0.0	0.0	0.0	1.0
Nitrospiraceae	0.0	0.05555555555555555	0.0	0.9444444444444444
Nocardiaceae	0.08412017167381974	0.02317596566523605	0.23776824034334765	0.6549356223175966
Nocardioidaceae	0.061224489795918366	0.011131725417439703	0.14656771799628943	0.7810760667903525
Nocardiopsidaceae	0.13636363636363635	0.0	0.2597402597402597	0.6038961038961039
Nodosilineaceae	0.0	0.0	0.0	1.0
Nodulariaceae	0.0	0.0	0.0	1.0
Nostocaceae	0.0	0.0	0.0	1.0
Notoacmeibacteraceae	0.0	0.16666666666666666	0.0	0.8333333333333334
Novispirillaceae	0.0	0.8666666666666667	0.0	0.13333333333333333
Oceanibaculaceae	0.0	1.0	0.0	0.0
Oceanipulchritudinaceae	0.0	0.0	0.0	1.0
Oceanococcaceae	0.0	1.0	0.0	0.0
Oceanospirillaceae	0.020771513353115726	0.4807121661721068	0.0	0.49851632047477745
Oculatellaceae	0.0	0.0	0.0	1.0
Odoribacteraceae	0.0	0.0	0.0	1.0
Oleiphilaceae	0.0	0.0	0.0	1.0
Oleispirillaceae	0.0	0.0	0.0	1.0
Oligosphaeraceae	0.0	1.0	0.0	0.0
Opitutaceae	0.05128205128205128	0.10256410256410256	0.05128205128205128	0.7948717948717948
Orbaceae	0.1320754716981132	0.0	0.0	0.8679245283018868
Ornithinimicrobiaceae	0.29411764705882354	0.0	0.0	0.7058823529411765
Oscillatoriaceae	0.0	0.0	0.0	1.0
Oscillochloridaceae	0.0	0.0	0.0	1.0
Oscillospiraceae	0.22739018087855298	0.00516795865633075	0.028423772609819122	0.7390180878552972
Ostreibacteriaceae	0.0	0.0	0.0	1.0
Oxalobacteraceae	0.043478260869565216	0.041456016177957536	0.09201213346814964	0.8230535894843276
Paenibacillaceae	0.04766107678729038	0.01147396293027361	0.3089143865842895	0.6319505736981466
Paludibacteraceae	0.0	0.0	0.0	1.0
Parachlamydiaceae	0.0	0.0	0.0	1.0
Paracoccaceae	0.04611149346180317	0.282863041982106	0.0	0.6710254645560908
Paraconexibacteraceae	0.0	0.0	0.3333333333333333	0.6666666666666666
Parasphingopyxidaceae	0.0	0.5	0.0	0.5
Parvibaculaceae	0.0	0.3181818181818182	0.0	0.6818181818181818
Parvicellaceae	0.0	0.0	0.0	1.0
Parvularculaceae	0.0	0.07142857142857142	0.0	0.9285714285714286
Pasteurellaceae	0.3776595744680851	0.0	0.0	0.6223404255319149
Pasteuriaceae	0.0	0.0	0.0	1.0
Patulibacteraceae	0.15	0.0	0.35	0.5
Pectobacteriaceae	0.425	0.0	0.0	0.575
Pedomonadaceae	0.0	0.0	0.0	1.0
Pelagicoccaceae	0.0	0.23076923076923078	0.0	0.7692307692307693
Pendulisporaceae	0.0	0.0	0.0	1.0
Peptoclostridiaceae	0.5	0.0	0.0	0.5
Peptococcaceae	0.23636363636363636	0.23636363636363636	0.12727272727272726	0.4
Peptoniphilaceae	0.42105263157894735	0.0	0.0	0.5789473684210527
Peptostreptococcaceae	0.5365853658536586	0.024390243902439025	0.0	0.43902439024390244
Perlucidibacaceae	0.0	1.0	0.0	0.0
Persicobacteraceae	0.0	0.25	0.0	0.75
Petrachlorosaceae	0.0	0.0	0.0	1.0
Petrotogaceae	0.0	0.3	0.0	0.7
Phaeocystidibacteraceae	0.0	0.5	0.0	0.5
Phreatobacteraceae	0.25	0.25	0.0	0.5
Phycisphaeraceae	0.0	0.0	0.0	1.0
Phyllobacteriaceae	0.03686635944700461	0.041474654377880185	0.10138248847926268	0.8202764976958525
Pirellulaceae	0.0	0.2483221476510067	0.0	0.7516778523489933
Piscirickettsiaceae	0.028985507246376812	0.3188405797101449	0.0	0.6521739130434783
Planctomycetaceae	0.0	0.07792207792207792	0.025974025974025976	0.8961038961038961
Pleioneaceae	0.0	0.2857142857142857	0.0	0.7142857142857143
Pleomorphomonadaceae	0.22727272727272727	0.09090909090909091	0.18181818181818182	0.5
Pleurocapsaceae	0.0	0.0	0.0	1.0
Polyangiaceae	0.06896551724137931	0.0	0.1724137931034483	0.7586206896551724
Pontiellaceae	0.0	0.0	0.0	1.0
Porphyromonadaceae	0.2	0.0	0.0	0.8
Porticoccaceae	0.0	0.1111111111111111	0.0	0.8888888888888888
Prevotellaceae	0.1919191919191919	0.0	0.0	0.8080808080808081
Prochlorococcaceae	0.0	0.0	0.0	1.0
Prolixibacteraceae	0.0	0.30120481927710846	0.0	0.6987951807228916
Promicromonosporaceae	0.026143790849673203	0.0	0.37254901960784315	0.6013071895424836
Propionibacteriaceae	0.23391812865497075	0.11695906432748537	0.04678362573099415	0.6023391812865497
Propylenellaceae	0.0	0.0	0.0	1.0
Pseudanabaenaceae	0.0	0.0	0.0	1.0
Pseudoalteromonadaceae	0.0	0.32326283987915405	0.0	0.676737160120846
Pseudobacteriovoracaceae	0.0	0.0	0.0	1.0
Pseudobdellovibrionaceae	0.0	0.5238095238095238	0.0	0.47619047619047616
Pseudohongiellaceae	0.0	0.7777777777777778	0.0	0.2222222222222222
Pseudomonadaceae	0.19892086330935252	0.046402877697841724	0.09640287769784173	0.658273381294964
Pseudonocardiaceae	0.061224489795918366	0.0	0.2653061224489796	0.673469387755102
Psittacicellaceae	0.0	0.0	0.0	1.0
Psychromonadaceae	0.0	0.1951219512195122	0.0	0.8048780487804879
Pumilibacteraceae	0.0	0.0	0.0	1.0
Puniceicoccaceae	0.0	0.2857142857142857	0.0	0.7142857142857143
Pyrinomonadaceae	0.0	1.0	0.0	0.0
Pyrodictiaceae	0.0	0.25	0.0	0.75
Quyinboaceae	0.0	0.0	0.0	1.0
Radicibacteraceae	0.0	0.0	0.0	1.0
Raineyaceae	0.0	0.0	0.0	1.0
Rarobacteraceae	1.0	0.0	0.0	0.0
Rectinemataceae	0.0	1.0	0.0	0.0
Reichenbachiellaceae	0.0625	0.21875	0.0	0.71875
Reyranellaceae	0.0	0.0	0.2857142857142857	0.7142857142857143
Rhabdaerophilaceae	0.0	0.0	0.0	1.0
Rhizobiaceae	0.034830430797433545	0.032080659945004586	0.229147571035747	0.7039413382218148
Rhizorhabdaceae	0.1	0.1	0.3	0.5
Rhodanobacteraceae	0.016260162601626018	0.04065040650406504	0.1951219512195122	0.7479674796747967
Rhodobiaceae	0.0	0.5	0.0	0.5
Rhodoblastaceae	0.0	0.16666666666666666	0.5	0.3333333333333333
Rhodocyclaceae	0.0	0.22857142857142856	0.08571428571428572	0.6857142857142857
Rhodocytophagaceae	0.0	0.0	0.625	0.375
Rhodoligotrophaceae	0.0	0.0	0.25	0.75
Rhodospirillaceae	0.0851063829787234	0.2872340425531915	0.07446808510638298	0.5531914893617021
Rhodothalassiaceae	0.0	1.0	0.0	0.0
Rhodothermaceae	0.0	0.35294117647058826	0.0	0.6470588235294118
Rhodovibrionaceae	0.0	0.3870967741935484	0.0	0.6129032258064516
Rickettsiaceae	0.038461538461538464	0.0	0.0	0.9615384615384616
Rikenellaceae	0.35294117647058826	0.11764705882352941	0.0	0.5294117647058824
Rivulariaceae	0.0	0.0	0.0	1.0
Robiginitomaculaceae	0.0	0.7647058823529411	0.0	0.23529411764705882
Roseiarcaceae	0.0	0.0	0.5	0.5
Roseiterribacteraceae	0.0	0.0	0.0	1.0
Roseivirgaceae	0.0	0.7	0.0	0.3
Roseobacteraceae	0.00319693094629156	0.391304347826087	0.00319693094629156	0.6023017902813299
Roseomonadaceae	0.05670103092783505	0.10051546391752578	0.0979381443298969	0.7448453608247423
Ruaniaceae	0.09090909090909091	0.0	0.0	0.9090909090909091
Rubricoccaceae	0.0	0.4	0.0	0.6
Rubritaleaceae	0.0	0.6	0.0	0.4
Rubrobacteraceae	0.4166666666666667	0.125	0.125	0.3333333333333333
Saccharospirillaceae	0.0	0.5454545454545454	0.0	0.45454545454545453
Salaquimonadaceae	0.0	1.0	0.0	0.0
Salibacteraceae	0.0	1.0	0.0	0.0
Salinarimonadaceae	0.0	0.6923076923076923	0.3076923076923077	0.0
Salinibacteraceae	0.0	0.45454545454545453	0.0	0.5454545454545454
Salinicoccaceae	0.5	0.0	0.0	0.5
Salinilacustritrichaceae	0.0	0.0	0.0	1.0
Salinisphaeraceae	0.0	0.48333333333333334	0.0	0.5166666666666667
Salinivirgaceae	0.0	1.0	0.0	0.0
Salisaetaceae	0.0	1.0	0.0	0.0
Salsipaludibacteraceae	0.0	0.0	0.0	1.0
Sandaracinaceae	0.0	0.0	1.0	0.0
Sanguibacteraceae	0.3333333333333333	0.13333333333333333	0.0	0.5333333333333333
Sanyastnellaceae	0.0	0.0	0.0	1.0
Saprospiraceae	0.0	0.0	0.0	1.0
Schleiferiaceae	0.0	0.5	0.0	0.5
Scytonemataceae	0.0	0.0	0.0	1.0
Sedimenticolaceae	0.0	0.48148148148148145	0.0	0.5185185185185185
Sedimentisphaeraceae	0.0	0.6666666666666666	0.0	0.3333333333333333
Segnochrobactraceae	0.0	0.375	0.0	0.625
Selenomonadaceae	0.4230769230769231	0.0	0.038461538461538464	0.5384615384615384
Shewanellaceae	0.0802675585284281	0.21070234113712374	0.010033444816053512	0.6989966555183946
Shiellaceae	0.0	0.0	0.0	1.0
Shumkoniaceae	0.0	0.0	0.0	1.0
Silvanigrellaceae	0.0	0.2727272727272727	0.0	0.7272727272727273
Simkaniaceae	0.0	0.0	0.0	1.0
Sirenicapillariaceae	0.0	0.0	0.0	1.0
Sneathiellaceae	0.0	0.25925925925925924	0.0	0.7407407407407407
Solirubrobacteraceae	0.0	0.0	0.5	0.5
Speluncibacteraceae	0.0	0.0	0.0	1.0
Sphaerochaetaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Sphaerotilaceae	0.03317535545023697	0.12796208530805686	0.07582938388625593	0.7630331753554502
Sphingobacteriaceae	0.1308411214953271	0.037383177570093455	0.09929906542056074	0.7324766355140186
Sphingobiaceae	0.034482758620689655	0.1781609195402299	0.09770114942528736	0.6896551724137931
Sphingomicrobiaceae	0.0	0.1111111111111111	0.4444444444444444	0.4444444444444444
Sphingomonadaceae	0.11212814645308924	0.07665903890160183	0.03775743707093822	0.7734553775743707
Sphingopyxidaceae	0.07317073170731707	0.06097560975609756	0.04878048780487805	0.8170731707317073
Sphingorhabdaceae	0.0	0.4666666666666667	0.0	0.5333333333333333
Sphingosinicellaceae	0.0	0.4230769230769231	0.0	0.5769230769230769
Spirochaetaceae	0.10526315789473684	0.7894736842105263	0.0	0.10526315789473684
Spirosomataceae	0.0979381443298969	0.05670103092783505	0.14432989690721648	0.7010309278350515
Spirulinaceae	0.0	0.0	0.0	1.0
Splendidivirgaceae	0.0	0.0	0.0	1.0
Spongiibacteraceae	0.0	0.48936170212765956	0.0	0.5106382978723404
Sporanaerobacteraceae	0.6666666666666666	0.0	0.0	0.3333333333333333
Sporichthyaceae	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0
Sporolactobacillaceae	0.08333333333333333	0.0	0.4	0.5166666666666667
Sporomusaceae	0.09090909090909091	0.18181818181818182	0.0	0.7272727272727273
Staphylococcaceae	0.5263157894736842	0.0	0.0	0.47368421052631576
Stappiaceae	0.0	0.24553571428571427	0.0	0.7544642857142857
Steroidobacteraceae	0.0	0.0	0.125	0.875
Sterolibacteriaceae	0.0	0.5555555555555556	0.0	0.4444444444444444
Stomatohabitantaceae	0.0	0.0	0.0	1.0
Streptococcaceae	0.7750511247443763	0.00408997955010225	0.0	0.22085889570552147
Streptomycetaceae	0.005819787276740919	0.0	0.08890226771021473	0.9052779450130444
Streptosporangiaceae	0.01639344262295082	0.0	0.17759562841530055	0.8060109289617486
Succinivibrionaceae	0.7777777777777778	0.0	0.0	0.2222222222222222
Sulfolobaceae	0.0	0.32	0.0	0.68
Sulfuricellaceae	0.0	0.5333333333333333	0.0	0.4666666666666667
Sulfurimonadaceae	0.0	0.1	0.0	0.9
Sulfurospirillaceae	0.0	0.45454545454545453	0.0	0.5454545454545454
Sulfurovaceae	0.0	0.2857142857142857	0.0	0.7142857142857143
Sutterellaceae	0.35714285714285715	0.0	0.0	0.6428571428571429
Symbiobacteriaceae	0.0	0.0	1.0	0.0
Synechococcaceae	0.0	0.0	0.0	1.0
Synergistaceae	0.4	0.0	0.0	0.6
Syntrophaceae	0.0	0.5	0.0	0.5
Syntrophobacteraceae	0.0	0.5	0.0	0.5
Syntrophomonadaceae	0.25	0.25	0.0	0.5
Syntrophotaleaceae	0.0	0.4	0.0	0.6
Tannerellaceae	0.33962264150943394	0.0	0.0	0.660377358490566
Tardisphaeraceae	0.0	0.0	0.0	1.0
Temperatibacteraceae	0.0	0.5	0.0	0.5
Tenuifilaceae	0.0	0.0	0.0	1.0
Tepidamorphaceae	0.0	0.631578947368421	0.0	0.3684210526315789
Tepidanaerobacteraceae	0.0	0.6666666666666666	0.0	0.3333333333333333
Tepidiformaceae	0.0	0.0	0.0	1.0
Tepidimicrobiaceae	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
Terasakiellaceae	0.0	0.2727272727272727	0.0	0.7272727272727273
Terrimicrobiaceae	0.0	0.0	1.0	0.0
Terrirubraceae	0.0	0.0	0.0	1.0
Thalassobaculaceae	0.0	0.48	0.0	0.52
Thalassospiraceae	0.0	0.42857142857142855	0.0	0.5714285714285714
Thermaceae	0.2894736842105263	0.19736842105263158	0.0	0.5131578947368421
Thermatribacteraceae	0.0	0.0	0.0	1.0
Thermithiobacillaceae	0.0	0.5	0.5	0.0
Thermoactinomycetaceae	0.06741573033707865	0.0	0.651685393258427	0.2808988764044944
Thermoanaerobacteraceae	0.1111111111111111	0.4444444444444444	0.0	0.4444444444444444
Thermoanaerobaculaceae	0.0	1.0	0.0	0.0
Thermococcaceae	0.0	0.1111111111111111	0.0	0.8888888888888888
Thermodesulfatatoraceae	0.0	0.5	0.0	0.5
Thermodesulfobacteriaceae	0.0	0.625	0.0	0.375
Thermodesulfobiaceae	0.0	0.5	0.0	0.5
Thermodesulforhabdaceae	0.0	1.0	0.0	0.0
Thermodesulfovibrionaceae	0.0	0.5	0.0	0.5
Thermoflexaceae	0.0	1.0	0.0	0.0
Thermoflexibacteraceae	0.0	0.0	0.0	1.0
Thermogemmatisporaceae	0.0	0.0	0.0	1.0
Thermoguttaceae	0.0	0.0	1.0	0.0
Thermohalobacteraceae	0.2	0.4	0.0	0.4
Thermoleophilaceae	0.0	1.0	0.0	0.0
Thermomicrobiaceae	0.0	0.0	0.0	1.0
Thermomonosporaceae	0.0	0.0	0.30303030303030304	0.696969696969697
Thermonemataceae	0.0	0.5	0.0	0.5
Thermoplasmataceae	0.0	0.0	0.0	1.0
Thermoproteaceae	0.0	0.0	0.0	1.0
Thermosediminibacteraceae	0.0	1.0	0.0	0.0
Thermospiraceae	0.0	0.0	0.0	1.0
Thermostichaceae	0.0	0.0	0.0	1.0
Thermosulfidibacteraceae	0.0	1.0	0.0	0.0
Thermosynechococcaceae	0.0	0.0	0.0	1.0
Thermotaleaceae	0.2222222222222222	0.5555555555555556	0.0	0.2222222222222222
Thermotogaceae	0.0	0.0	0.0	1.0
Thermotomaculaceae	0.0	1.0	0.0	0.0
Thioalkalibacteraceae	0.0	0.14285714285714285	0.0	0.8571428571428571
Thiobacillaceae	0.0	0.75	0.0	0.25
Thiobacteraceae	0.0	0.0	0.0	1.0
Thiofilaceae	1.0	0.0	0.0	0.0
Thiohalobacteraceae	0.0	0.75	0.0	0.25
Thiohalomonadaceae	0.0	0.6	0.0	0.4
Thiohalophilaceae	0.0	1.0	0.0	0.0
Thiohalorhabdaceae	0.0	0.5	0.0	0.5
Thiohalospiraceae	0.0	1.0	0.0	0.0
Thiotrichaceae	0.0	0.4603174603174603	0.0	0.5396825396825397
Thiovibrionaceae	0.0	0.0	0.0	1.0
Thorselliaceae	0.5	0.5	0.0	0.0
Tichowtungiaceae	0.0	0.0	0.0	1.0
Tindalliaceae	0.0	1.0	0.0	0.0
Tissierellaceae	0.10526315789473684	0.15789473684210525	0.05263157894736842	0.6842105263157895
Tolypothrichaceae	0.0	0.0	0.0	1.0
Treponemataceae	0.5294117647058824	0.058823529411764705	0.0	0.4117647058823529
Trichloromonadaceae	0.0	1.0	0.0	0.0
Trichocoleusaceae	0.0	0.0	0.0	1.0
Tsukamurellaceae	0.78125	0.0	0.0	0.21875
Turicibacteraceae	0.0	0.0	0.0	1.0
Usitatibacteraceae	0.0	0.0	0.0	1.0
Vallicoccaceae	0.0	0.0	1.0	0.0
Vallitaleaceae	0.0	0.35294117647058826	0.0	0.6470588235294118
Veillonellaceae	0.15555555555555556	0.0	0.0	0.8444444444444444
Ventosimonadaceae	1.0	0.0	0.0	0.0
Verrucomicrobiaceae	0.02702702702702703	0.3783783783783784	0.05405405405405406	0.5405405405405406
Vibrionaceae	0.06578947368421052	0.31203007518796994	0.0	0.6221804511278195
Vicinamibacteraceae	0.0	0.0	0.5	0.5
Weeksellaceae	0.2544642857142857	0.046875	0.020089285714285716	0.6785714285714286
Wenzhouxiangellaceae	0.0	0.0	0.0	1.0
Winmispiraceae	0.0	0.0	0.0	1.0
Woeseiaceae	0.0	0.0	0.0	1.0
Xanthobacteraceae	0.03271028037383177	0.22429906542056074	0.04672897196261682	0.6962616822429907
Xylanivirgaceae	0.0	0.0	1.0	0.0
Yersiniaceae	0.4095744680851064	0.0	0.0	0.5904255319148937
Zavarziniaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Zhaonellaceae	0.0	1.0	0.0	0.0
Zoogloeaceae	0.0	0.2974683544303797	0.02531645569620253	0.6772151898734177
Zooshikellaceae	0.0	0.25	0.0	0.75
Zymomonadaceae	0.0	0.0	1.0	0.0
